datetime,timestamp,open,high,low,close,volume,ma_short,ma_long,signal,position,market_return,strategy_return,market_cumulative_return,strategy_cumulative_return,equity,drawdown,trade
2025-02-13 01:00:00,1739408400,0.7938,0.8042,0.7918,0.801,1556086.40394172,0.78436,,0,0.0,0.009197429759355114,0.0,0.05575326215895693,0.0,10000.0,0.0,0.0
2025-02-13 02:00:00,1739412000,0.8009,0.8013,0.7882,0.7899,2079715.39874812,0.7858949999999999,,0,0.0,-0.013857677902621712,-0.0,0.041122973507315974,0.0,10000.0,0.0,0.0
2025-02-13 03:00:00,1739415600,0.79,0.7927,0.7858,0.7882,1477187.76013018,0.7868299999999999,,0,0.0,-0.002152171160906491,-0.0,0.03888229866877624,0.0,10000.0,0.0,0.0
2025-02-13 04:00:00,1739419200,0.7883,0.789,0.7747,0.7775,1777623.60071301,0.78716,,0,0.0,-0.01357523471200206,-0.0,0.024779227626203326,0.0,10000.0,0.0,0.0
2025-02-13 05:00:00,1739422800,0.7775,0.7823,0.7705,0.7823,2166224.16853634,0.786845,,0,0.0,0.00617363344051447,0.0,0.031105838935020946,0.0,10000.0,0.0,0.0
2025-02-13 06:00:00,1739426400,0.7821,0.7839,0.7697,0.7752,3112480.66938041,0.785975,,0,0.0,-0.00907580212194814,-0.0,0.021747726374061305,0.0,10000.0,0.0,0.0
2025-02-13 07:00:00,1739430000,0.7749,0.7874,0.7709,0.7848,3055655.79866597,0.7858750000000001,,0,0.0,0.012383900928792713,0.0,0.03440094899169699,0.0,10000.0,0.0,0.0
2025-02-13 08:00:00,1739433600,0.7845,0.7886,0.7735,0.7759,1303060.2821267,0.7853950000000001,,0,0.0,-0.011340468909276313,-0.0,0.022670357189930712,0.0,10000.0,0.0,0.0
2025-02-13 09:00:00,1739437200,0.7756,0.7841,0.7736,0.7829,672793.99277216,0.7860400000000001,,0,0.0,0.009021781157365627,0.0,0.03189666534862323,0.0,10000.0,0.0,0.0
2025-02-13 10:00:00,1739440800,0.7827,0.7831,0.777,0.7802,514382.77341642,0.7864599999999999,,0,0.0,-0.0034487163111508456,-0.0,0.028337946487413168,0.0,10000.0,0.0,0.0
2025-02-13 11:00:00,1739444400,0.7801,0.7858,0.7775,0.7831,765545.29989447,0.787055,,0,0.0,0.003716995642143006,0.0,0.03216027415315725,0.0,10000.0,0.0,0.0
2025-02-13 12:00:00,1739448000,0.783,0.7881,0.7781,0.7799,1079950.08592709,0.786775,,0,0.0,-0.004086323585748897,-0.0,0.027942533280612247,0.0,10000.0,0.0,0.0
2025-02-13 13:00:00,1739451600,0.7801,0.7881,0.7759,0.7823,1183108.15966661,0.78647,,0,0.0,0.003077317604821106,0.0,0.03110583893502117,0.0,10000.0,0.0,0.0
2025-02-13 14:00:00,1739455200,0.7823,0.7832,0.7706,0.7793,3527279.2401135,0.786205,,0,0.0,-0.0038348459670203283,-0.0,0.027151706867010184,0.0,10000.0,0.0,0.0
2025-02-13 15:00:00,1739458800,0.7792,0.793,0.7745,0.7884,1958521.68400124,0.78624,,0,0.0,0.011677146156807483,0.0,0.03914590747331048,0.0,10000.0,0.0,0.0
2025-02-13 16:00:00,1739462400,0.7882,0.795,0.7753,0.778,1766857.11416487,0.785565,,0,0.0,-0.013191273465246067,-0.0,0.025438249637538712,0.0,10000.0,0.0,0.0
2025-02-13 17:00:00,1739466000,0.7781,0.7865,0.7758,0.7839,1430353.60598247,0.7851400000000001,,0,0.0,0.007583547557840742,0.0,0.033214709371294004,0.0,10000.0,0.0,0.0
2025-02-13 18:00:00,1739469600,0.784,0.8,0.7827,0.7993,2530021.62636732,0.785275,,0,0.0,0.01964536292894503,0.0,0.05351258732041764,0.0,10000.0,0.0,0.0
2025-02-13 19:00:00,1739473200,0.7992,0.8133,0.7942,0.7985,5857906.76861328,0.785215,,0,0.0,-0.0010008757662954837,-0.0,0.05245815210228133,0.0,10000.0,0.0,0.0
2025-02-13 20:00:00,1739476800,0.7985,0.8112,0.7972,0.8077,1611839.73611341,0.785915,,0,0.0,0.011521603005635539,0.0,0.06458415711084853,0.0,10000.0,0.0,0.0
2025-02-13 21:00:00,1739480400,0.8077,0.825,0.8074,0.8153,4650584.49240273,0.7866299999999999,,0,0.0,0.009409434195864819,0.0,0.07460129168314333,0.0,10000.0,0.0,0.0
2025-02-13 22:00:00,1739484000,0.815,0.8309,0.8087,0.8109,4394187.25190392,0.78768,,0,0.0,-0.005396786458972236,-0.0,0.06880189798339376,0.0,10000.0,0.0,0.0
2025-02-13 23:00:00,1739487600,0.811,0.813,0.8041,0.8106,2603530.78802385,0.7888,,0,0.0,-0.00036995930447647485,-0.0,0.06840648477659261,0.0,10000.0,0.0,0.0
2025-02-14 00:00:00,1739491200,0.8109,0.8145,0.7994,0.804,1347867.10422854,0.790125,,0,0.0,-0.008142116950407008,-0.0,0.05970739422696836,0.0,10000.0,0.0,0.0
2025-02-14 01:00:00,1739494800,0.8039,0.8056,0.7965,0.8006,994161.00960289,0.79104,,0,0.0,-0.004228855721393088,-0.0,0.05522604454988911,0.0,10000.0,0.0,0.0
2025-02-14 02:00:00,1739498400,0.8008,0.8055,0.7995,0.8008,625557.49265496,0.79232,,0,0.0,0.0002498126405194867,0.0,0.05548965335442313,0.0,10000.0,0.0,0.0
2025-02-14 03:00:00,1739502000,0.8009,0.8141,0.7988,0.8129,1427515.56309785,0.793725,,0,0.0,0.015109890109890056,0.0,0.07143798602873441,0.0,10000.0,0.0,0.0
2025-02-14 04:00:00,1739505600,0.8131,0.8153,0.8042,0.8054,1174959.729531,0.7952,,0,0.0,-0.009226227088202643,-0.0,0.06155265585870673,0.0,10000.0,0.0,0.0
2025-02-14 05:00:00,1739509200,0.8056,0.8059,0.7973,0.7982,2201921.98960507,0.795965,0.787774,1,0.0,-0.008939657313136284,-0.0,0.05206273889548019,0.0,10000.0,0.0,0.0
2025-02-14 06:00:00,1739512800,0.7981,0.8009,0.7949,0.7975,1101460.31394469,0.7968299999999999,0.7885500000000001,1,1.0,-0.0008769731896768329,-0.0008769731896768329,0.05114010807961078,-0.0008769731896768329,9991.230268103232,0.0008769731896767219,1.0
2025-02-14 07:00:00,1739516400,0.7975,0.8013,0.7968,0.7997,623152.48233313,0.7976599999999999,0.789208,1,1.0,0.0027586206896550447,0.0027586206896550447,0.05403980492948546,0.0018792282635928803,10018.792282635928,0.0,0.0
2025-02-14 08:00:00,1739520000,0.7997,0.8231,0.7986,0.813,2730794.38419007,0.799315,0.7902840000000001,1,1.0,0.01663123671376754,0.01663123671376754,0.07156979043100109,0.018541718867451484,10185.417188674515,0.0,0.0
2025-02-14 09:00:00,1739523600,0.8129,0.8283,0.8111,0.82,2719107.80444864,0.8011999999999999,0.7912939999999999,1,1.0,0.008610086100861114,0.008610086100861114,0.08079609858969361,0.02731145076421937,10273.114507642194,0.0,0.0
2025-02-14 10:00:00,1739527200,0.8199,0.8216,0.8109,0.8122,1500082.17357621,0.8028449999999999,0.79212,1,1.0,-0.009512195121951117,-0.009512195121951117,0.070515355212865,0.017539463793535326,10175.394637935353,0.009512195121951339,0.0
2025-02-14 11:00:00,1739530800,0.812,0.8156,0.8025,0.8065,1024368.21745076,0.80375,0.792478,1,1.0,-0.007017975868012893,-0.007017975868012893,0.06300250428364396,0.010398396391881448,10103.983963918814,0.016463414634146578,0.0
2025-02-14 12:00:00,1739534400,0.8062,0.8062,0.7966,0.8008,1335735.38998951,0.80489,0.7926420000000001,1,1.0,-0.007067575945443272,-0.007067575945443272,0.05548965335442291,0.0032573289902277924,10032.573289902279,0.023414634146341595,0.0
2025-02-14 13:00:00,1739538000,0.8006,0.8097,0.7981,0.8068,1185620.40745517,0.806035,0.7930419999999999,1,1.0,0.007492507492507405,0.007492507492507405,0.06339791749044488,0.01077424204459998,10107.742420446,0.016097560975609992,0.0
2025-02-14 14:00:00,1739541600,0.8069,0.8186,0.8011,0.8139,1871805.1517793,0.8067650000000001,0.79361,1,1.0,0.008800198314328211,0.008800198314328211,0.07275603005140452,0.0196692558256073,10196.692558256073,0.007439024390244242,0.0
2025-02-14 15:00:00,1739545200,0.8138,0.8152,0.7984,0.8077,1785539.79590186,0.8072250000000001,0.794364,1,1.0,-0.007617643445140709,-0.007617643445140709,0.0645841571108483,0.011901779002755797,10119.017790027558,0.015000000000000346,0.0
2025-02-14 16:00:00,1739548800,0.8078,0.8106,0.7999,0.8104,1033033.43586378,0.8073599999999999,0.795136,1,1.0,0.003342825306425601,0.003342825306425601,0.06814287597205815,0.015284389877223248,10152.843898772233,0.011707317073171186,0.0
2025-02-14 17:00:00,1739552400,0.8103,0.8275,0.8041,0.823,3464153.2079739,0.807745,0.796172,1,1.0,0.01554787759131293,0.01554787759131293,0.0847502306577046,0.03106990729140513,10310.69907291405,0.0,0.0
2025-02-14 18:00:00,1739556000,0.8229,0.8291,0.8144,0.8167,2534067.52550815,0.808035,0.796796,1,1.0,-0.007654921020656125,-0.007654921020656125,0.07644655331488126,0.02317714858431419,10231.771485843143,0.007654921020656014,0.0
2025-02-14 19:00:00,1739559600,0.8168,0.8277,0.8125,0.8174,2933307.54852004,0.8083750000000001,0.797376,1,1.0,0.0008571078731480775,0.0008571078731480775,0.07736918413075067,0.02405412177399091,10240.541217739908,0.006804374240583222,0.0
2025-02-14 20:00:00,1739563200,0.8175,0.8209,0.8022,0.8054,2411982.53419967,0.8084449999999999,0.7977919999999998,1,1.0,-0.014680694886224588,-0.014680694886224588,0.061552655858706506,0.009020295665246314,10090.202956652463,0.021385176184690047,0.0
2025-02-14 21:00:00,1739566800,0.8055,0.8098,0.7986,0.8066,2517240.68099469,0.808745,0.7981699999999999,1,1.0,0.0014899428855226216,0.0014899428855226216,0.06313430868591086,0.010523678276120663,10105.236782761207,0.01992709599027942,0.0
2025-02-14 22:00:00,1739570400,0.8064,0.8079,0.79,0.7951,3028129.41111758,0.80846,0.7982419999999999,1,1.0,-0.014257376642697661,-0.014257376642697661,0.04797680242520186,-0.0038837384114261964,9961.162615885738,0.03390036452004852,0.0
2025-02-14 23:00:00,1739574000,0.7955,0.8017,0.793,0.8,1374059.30829829,0.8078150000000001,0.7983939999999999,1,1.0,0.006162746824298848,0.006162746824298848,0.0544352181362866,0.00225507391631119,10022.550739163113,0.02794653705953809,0.0
2025-02-15 00:00:00,1739577600,0.7998,0.8003,0.791,0.795,1639532.97085103,0.8072950000000001,0.798362,1,1.0,-0.006249999999999978,-0.006249999999999978,0.04784499802293474,-0.004009020295665744,9959.909797043343,0.034021871202916,0.0
2025-02-15 01:00:00,1739581200,0.7947,0.8059,0.7942,0.8051,1161865.9716779,0.8076399999999999,0.7984699999999999,1,1.0,0.012704402515723245,0.012704402515723245,0.061157242651905364,0.00864445001252756,10086.444500125275,0.021749696233292926,0.0
2025-02-15 02:00:00,1739584800,0.805,0.8139,0.805,0.8135,1912132.36409997,0.80844,0.7988659999999999,1,1.0,0.010433486523413249,0.010433486523413249,0.07222881244233648,0.01916812828864889,10191.68128288649,0.01154313487241787,0.0
2025-02-15 03:00:00,1739588400,0.8137,0.8138,0.8063,0.8079,830040.54789956,0.80885,0.799004,1,1.0,-0.006883835279655859,-0.006883835279655859,0.06484776591538233,0.01215234277123467,10121.523427712347,0.018347509113001204,0.0
2025-02-15 04:00:00,1739592000,0.808,0.8141,0.8065,0.8096,1100437.01129831,0.8086800000000001,0.7993979999999999,1,1.0,0.00210422081940842,0.00210422081940842,0.06708844075392206,0.014282134803306867,10142.821348033069,0.01628189550425274,0.0
2025-02-15 05:00:00,1739595600,0.8094,0.8102,0.805,0.8058,1130947.75823732,0.8079699999999999,0.7997500000000001,1,1.0,-0.004693675889328119,-0.004693675889328119,0.06207987346777455,0.009521423202204282,10095.214232022043,0.020899149453220023,0.0
2025-02-15 06:00:00,1739599200,0.8057,0.8057,0.795,0.7965,1168236.35223481,0.8071849999999999,0.80013,1,1.0,-0.011541325390915791,-0.011541325390915791,0.04982206405694023,-0.0021297920320727526,9978.702079679273,0.032199270959902715,0.0
2025-02-15 07:00:00,1739602800,0.7961,0.8012,0.7932,0.7967,1356853.2714957,0.806695,0.800418,1,1.0,0.00025109855618321575,0.00025109855618321575,0.05008567286147425,-0.0018792282635937685,9981.207717364063,0.03195625759416776,0.0
2025-02-15 08:00:00,1739606400,0.7967,0.8047,0.7966,0.8005,529583.45859045,0.8066800000000001,0.800924,1,1.0,0.004769674908999599,0.004769674908999599,0.05509424014762154,0.0028814833375085946,10028.814833375085,0.02733900364520081,0.0
2025-02-15 09:00:00,1739610000,0.8006,0.8038,0.7975,0.7979,828583.5015473,0.806235,0.801186,1,1.0,-0.003247970018738222,-0.003247970018738222,0.0516673256886786,-0.0003758456527193088,9996.241543472806,0.03049817739975713,0.0
2025-02-15 10:00:00,1739613600,0.7981,0.801,0.7938,0.7986,574152.6768092,0.80547,0.80164,1,1.0,0.0008773029201654126,0.0008773029201654126,0.052589956504547786,0.0005011275369575241,10005.011275369576,0.029647630619684118,0.0
2025-02-15 11:00:00,1739617200,0.7984,0.8,0.79,0.794,790304.3452259,0.8047850000000001,0.801862,1,1.0,-0.005760080140245316,-0.005760080140245316,0.04652695400026419,-0.0052618391380611085,9947.38160861939,0.03523693803159156,0.0
2025-02-15 12:00:00,1739620800,0.7943,0.7971,0.7919,0.7938,476502.40031263,0.803955,0.8021339999999999,1,1.0,-0.0002518891687658398,-0.0002518891687658398,0.046263345195729944,-0.005512402906540315,9944.875970934598,0.03547995139732685,0.0
2025-02-15 13:00:00,1739624400,0.794,0.7963,0.7907,0.7921,771746.03149502,0.8024100000000001,0.8023140000000001,1,1.0,-0.0021415973796925503,-0.0021415973796925503,0.04402267035719043,-0.007642194938612401,9923.578050613876,0.03754556500607531,0.0
2025-02-15 14:00:00,1739628000,0.7921,0.7923,0.7801,0.7879,3123837.88732885,0.8009700000000001,0.802474,-1,1.0,-0.005302360813028595,-0.005302360813028595,0.038486885461975096,-0.012904034076672954,9870.959659233271,0.042648845686512615,0.0
2025-02-15 15:00:00,1739631600,0.7881,0.7917,0.7835,0.7866,870237.10651601,0.79943,0.80256,-1,-1.0,-0.0016499555781192,0.0016499555781192,0.0367734282325034,-0.011275369581558725,9887.246304184413,0.04106925880923418,-2.0
2025-02-15 16:00:00,1739635200,0.7868,0.7886,0.7821,0.7846,1066896.63105565,0.79839,0.802666,-1,-1.0,-0.002542588354945363,0.002542588354945363,0.034137340187162746,-0.008761449850009262,9912.385501499908,0.038631092673483414,0.0
2025-02-15 17:00:00,1739638800,0.7844,0.7875,0.7807,0.7837,1140302.44305733,0.797245,0.802572,-1,-1.0,-0.001147081315319931,0.001147081315319931,0.03295110056675932,-0.007624418630107543,9923.755813698925,0.03752832436275988,0.0
2025-02-15 18:00:00,1739642400,0.7836,0.7915,0.7826,0.7893,1905938.26357459,0.796955,0.8027979999999999,-1,-1.0,0.007145591425290254,-0.007145591425290254,0.040332147093713244,-0.014715529075011724,9852.844709249883,0.04440575371527811,0.0
2025-02-15 19:00:00,1739646000,0.7893,0.7901,0.7828,0.784,1184710.21819149,0.796155,0.8028,-1,-1.0,-0.006714810591663456,0.006714810591663456,0.03334651377356046,-0.008099530473843042,9919.00469526157,0.03798911934899274,0.0
2025-02-15 20:00:00,1739649600,0.784,0.7861,0.7748,0.7791,2232260.35144499,0.79536,0.802396,-1,-1.0,-0.006249999999999978,0.006249999999999978,0.026888098062475718,-0.0019001525393044227,9980.998474606955,0.03197655134492394,0.0
2025-02-15 21:00:00,1739653200,0.7789,0.782,0.7782,0.7809,747526.44681277,0.79415,0.8020440000000001,-1,-1.0,0.0023103581055063938,-0.0023103581055063938,0.029260577303282354,-0.004206120611989883,9957.938793880101,0.03421303216584437,0.0
2025-02-15 22:00:00,1739656800,0.7809,0.7848,0.7754,0.7802,797189.05193052,0.7924849999999999,0.801494,-1,-1.0,-0.0008964015879113774,0.0008964015879113774,0.028337946487413168,-0.00331348939727405,9966.865106027259,0.0333472991942938,0.0
2025-02-15 23:00:00,1739660400,0.7801,0.784,0.7785,0.7811,1026398.17017441,0.791145,0.8008099999999999,-1,-1.0,0.0011535503716995077,-0.0011535503716995077,0.029524186107816375,-0.0044632174920477,9955.367825079524,0.034462381776612316,0.0
2025-02-16 00:00:00,1739664000,0.7811,0.7895,0.7794,0.7804,1239282.20897436,0.789685,0.8001999999999999,-1,-1.0,-0.0008961720650365601,0.0008961720650365601,0.028601555291946967,-0.003571045237847792,9964.289547621522,0.033597093935418765,0.0
2025-02-16 01:00:00,1739667600,0.7805,0.782,0.7762,0.781,1307966.81529157,0.7884450000000001,0.7996079999999999,-1,-1.0,0.0007688364941056403,-0.0007688364941056403,0.029392381705549253,-0.004337136182052448,9956.628638179476,0.034340099757610876,0.0
2025-02-16 02:00:00,1739671200,0.7809,0.7822,0.773,0.775,1175832.69607118,0.78737,0.799028,-1,-1.0,-0.007682458386683799,0.007682458386683799,0.02148411756952706,0.003312002336395281,10033.120023363952,0.026921457758309675,0.0
2025-02-16 03:00:00,1739674800,0.7748,0.7768,0.772,0.7768,635051.62199904,0.786375,0.7985519999999999,-1,-1.0,0.0023225806451612208,-0.0023225806451612208,0.023856596810333697,0.000981729298710876,10009.817292987109,0.029181511146741834,0.0
2025-02-16 04:00:00,1739678400,0.7768,0.7848,0.7755,0.7847,678276.37459848,0.785585,0.7982299999999999,-1,-1.0,0.010169927909371657,-0.010169927909371657,0.03426914458942942,-0.009198182726855242,9908.018172731448,0.03905466519146461,0.0
2025-02-16 05:00:00,1739682000,0.7847,0.7891,0.7818,0.7858,699865.5127558201,0.78498,0.797688,-1,-1.0,0.00140180960876779,-0.00140180960876779,0.03571899301436687,-0.010587098234693282,9894.129017653067,0.04040172759529981,0.0
2025-02-16 06:00:00,1739685600,0.7856,0.7869,0.7819,0.7846,750040.8186629601,0.7842800000000001,0.797272,-1,-1.0,-0.0015271061338764103,0.0015271061338764103,0.0341373401871623,-0.009076159723470978,9909.23840276529,0.03893631918745333,0.0
2025-02-16 07:00:00,1739689200,0.7845,0.7845,0.7764,0.7786,796073.29005054,0.7835099999999999,0.79688,-1,-1.0,-0.0076472087687994295,0.0076472087687994295,0.02622907605114011,-0.001498358242895792,9985.016417571042,0.031586864580168905,0.0
2025-02-16 08:00:00,1739692800,0.7787,0.7811,0.7766,0.7773,380607.83559925,0.7826850000000001,0.796476,-1,-1.0,-0.001669663498587215,0.001669663498587215,0.02451561882166864,0.00016880350162562507,10001.688035016256,0.02996994051640589,0.0
2025-02-16 09:00:00,1739696400,0.7774,0.7829,0.7723,0.7806,783155.19797108,0.78211,0.796094,-1,-1.0,0.004245465071401,-0.004245465071401,0.028865164096480767,-0.004077378219145444,9959.226217808546,0.03408816925215241,0.0
2025-02-16 10:00:00,1739700000,0.7803,0.7817,0.7772,0.7777,391156.3613269,0.7816,0.795388,-1,-1.0,-0.0037150909556751266,0.0037150909556751266,0.02504283643073668,-0.0003774350944151239,9996.225649055848,0.030499718945761534,0.0
2025-02-16 11:00:00,1739703600,0.7779,0.7842,0.7763,0.7834,594800.6098262001,0.78144,0.7946560000000001,-1,-1.0,0.007329304359007471,-0.007329304359007471,0.03255568735995795,-0.007703973116739871,9922.960268832601,0.037605481581751254,0.0
2025-02-16 12:00:00,1739707200,0.7832,0.7849,0.7778,0.7786,785630.18111187,0.78114,0.7939839999999999,-1,-1.0,-0.00612713811590504,0.00612713811590504,0.026229076051140332,-0.0016240383081621568,9983.759616918378,0.03170875744541268,0.0
2025-02-16 13:00:00,1739710800,0.7787,0.7803,0.7675,0.7685,1136986.58536099,0.78038,0.793224,-1,-1.0,-0.012972001027485192,0.012972001027485192,0.012916831422169706,0.011326895692720829,10113.268956927208,0.019148082452089654,0.0
2025-02-16 14:00:00,1739714400,0.7681,0.7744,0.7618,0.7712,2014469.2912369,0.779475,0.792632,-1,-1.0,0.003513337670787209,-0.003513337670787209,0.016475550283379548,0.007773762812603335,10077.737628126033,0.022594146443474572,0.0
2025-02-16 15:00:00,1739718000,0.7713,0.775,0.7692,0.7701,679646.8328996401,0.77878,0.7918980000000001,-1,-1.0,-0.0014263485477178373,0.0014263485477178373,0.015025701858442098,0.009211199455619212,10092.111994556191,0.021200025023723423,0.0
2025-02-16 16:00:00,1739721600,0.77,0.7765,0.7687,0.7735,1379535.59292865,0.7785,0.79109,-1,-1.0,0.004415011037527616,-0.004415011037527616,0.019507051535521347,0.004755520870826091,10047.555208708261,0.025521437716775397,0.0
2025-02-16 17:00:00,1739725200,0.7735,0.7774,0.7715,0.7725,723686.22127099,0.7780799999999999,0.790386,-1,-1.0,-0.0012928248222365823,0.0012928248222365823,0.01818900751285102,0.006054493748487211,10060.544937484872,0.02426160764271812,0.0
2025-02-16 18:00:00,1739728800,0.7727,0.7727,0.7634,0.7705,2172895.97163097,0.777595,0.789588,-1,-1.0,-0.0025889967637540146,0.0025889967637540146,0.015552919467510362,0.008659165576962335,10086.591655769624,0.021735424102634515,0.0
2025-02-16 19:00:00,1739732400,0.7701,0.7728,0.7661,0.7714,859752.04300846,0.77711,0.7885559999999999,-1,-1.0,0.0011680726800777919,-0.0011680726800777919,0.01673915908791357,0.007480978362141899,10074.809783621418,0.022878108227628147,0.0
2025-02-16 20:00:00,1739736000,0.7713,0.7759,0.7706,0.7716,1127012.12035653,0.77667,0.787654,-1,-1.0,0.00025926886180971387,-0.00025926886180971387,0.01700276789244759,0.007219769915586927,10072.19769915587,0.023131445508357218,0.0
2025-02-16 21:00:00,1739739600,0.7714,0.7811,0.7686,0.7793,1457977.90797903,0.776585,0.786892,-1,-1.0,0.009979263867288868,-0.009979263867288868,0.027151706867009517,-0.002831541940750748,9971.684580592493,0.03287987457728647,0.0
2025-02-16 22:00:00,1739743200,0.7793,0.7844,0.7769,0.7816,1079256.87389618,0.776915,0.7864160000000001,-1,-1.0,0.0029513666110612125,-0.0029513666110612125,0.030183208119151317,-0.005774551633470182,9942.254483665298,0.0357342006243444,0.0
2025-02-16 23:00:00,1739746800,0.7818,0.7818,0.7691,0.7712,1706308.92617941,0.776635,0.7857080000000001,-1,-1.0,-0.013306038894575156,0.013306038894575156,0.01647555028337977,0.007454650852471323,10074.546508524712,0.022903642393143353,0.0
2025-02-17 00:00:00,1739750400,0.7714,0.7875,0.7706,0.7818,2573156.01195404,0.77649,0.7854420000000001,-1,-1.0,0.013744813278008472,-0.013744813278008472,0.030446816923685782,-0.006392625209557079,9936.07374790443,0.03633364938307171,0.0
2025-02-17 01:00:00,1739754000,0.782,0.7968,0.7808,0.7962,3085416.46501882,0.77701,0.7853659999999999,-1,-1.0,0.018419033000767415,-0.018419033000767415,0.049426650850138865,-0.024693912235628113,9753.060877643718,0.054083451696814056,0.0
2025-02-17 02:00:00,1739757600,0.7962,0.7994,0.7914,0.7914,2256494.58974144,0.77735,0.7852939999999999,-1,-1.0,-0.006028636021100264,0.006028636021100264,0.04310003954132102,-0.018814146823333378,9811.858531766666,0.048380865120758565,0.0
2025-02-17 03:00:00,1739761200,0.7913,0.7959,0.7847,0.7949,1414045.48166549,0.778165,0.78509,-1,-1.0,0.004422542330048129,-0.004422542330048129,0.04771319362066739,-0.023153482792651614,9768.465172073484,0.05258944102684582,0.0
2025-02-17 04:00:00,1739764800,0.7947,0.8118,0.7893,0.8064,4212918.62167558,0.77962,0.7849480000000001,-1,-1.0,0.014467228582211611,-0.014467228582211611,0.06287069988137661,-0.03728574464682766,9627.142553531723,0.06629584614471129,0.0
2025-02-17 05:00:00,1739768400,0.8062,0.8178,0.7955,0.8023,4330492.92752403,0.780705,0.784836,-1,-1.0,-0.005084325396825351,0.005084325396825351,0.05746671938842818,-0.032390992108449757,9676.090078915502,0.061548590402143555,0.0
